h3_cell,lat,lon,period,query_timestamp,poi_subway,poi_dining,poi_retail,poi_office,poi_tourism,poi_school,poi_nightlife,poi_total,poi_density_score,tlc_yellow_trips,tlc_hvfhv_trips,tlc_trip_count,tlc_load_score,mta_ridership_total,mta_ridership_avg,mta_load_score,citibike_trip_count,citibike_load_score,avg_temperature_f,precip_mm,avg_wind_kmh,sunrise_hour,sunset_hour,day_length_hr,day_of_week,is_weekend,is_holiday,is_school_break,week_of_year,day_of_year,event_intensity_score,month_sin,month_cos,period_sin,period_cos,ensemble_log_pred,pedestrians_pred,crowd_score
892a1008d4bffff,40.80086775936645,-73.95987317950902,PM,2026-06-29T17:08:39.271921,1,11,27,3,0,0,0,42,18.75,0.0,0.0,0.0,0.0,1619.0,57.82142857142857,3.84,0,0.0,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,8.849959124193914,6973.1,90.5
892a1008d4fffff,40.798282371546726,-73.95763087266054,PM,2026-06-29T17:08:39.271921,0,0,0,0,1,0,0,1,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,7.584787703723659,1967.0,77.5
892a1008d53ffff,40.80368227776406,-73.95355416456833,PM,2026-06-29T17:08:39.271921,1,14,17,0,0,2,0,34,15.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198,8.7,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,8.68405750894571,5907.0,88.8
892a1008d57ffff,40.80109668076489,-73.95131208247851,PM,2026-06-29T17:08:39.271921,1,4,3,0,0,0,0,8,3.57,0.0,0.0,0.0,0.0,1795.0,61.89655172413793,4.27,119,5.21,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,7.943507472310244,2816.2,81.2
892a1008d5bffff,40.80356781396277,-73.95783495420781,PM,2026-06-29T17:08:39.271921,0,11,5,2,0,0,0,18,8.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,213,9.36,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,8.25600331880928,3849.7,84.4
892a1008d63ffff,40.79311172964596,-73.95314701177097,PM,2026-06-29T17:08:39.271921,0,0,1,0,2,1,0,4,1.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,422,18.6,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,7.804523409732617,2450.7,79.8
892a1008d67ffff,40.79052647560959,-73.95090545765932,PM,2026-06-29T17:08:39.271921,0,1,3,0,0,0,0,4,1.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312,13.74,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,7.920316542940375,2751.6,81.0
892a1008d6bffff,40.79299727825027,-73.95742683710027,PM,2026-06-29T17:08:39.271921,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,7.4266487364722185,1679.2,75.9
892a1008d6fffff,40.7904121064776,-73.95518504520979,PM,2026-06-29T17:08:39.271921,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,7.4266487364722185,1679.2,75.9
892a1008d73ffff,40.7958114036125,-73.95110874716067,PM,2026-06-29T17:08:39.271921,0,1,0,0,3,0,0,4,1.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,7.858719804182859,2587.2,80.3
892a1008d77ffff,40.79322602269502,-73.94886717998989,PM,2026-06-29T17:08:39.271921,0,6,8,0,0,2,0,16,7.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129,5.65,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,8.293020626927785,3994.9,84.8
892a1008d7bffff,40.79569702829912,-73.95538881675961,PM,2026-06-29T17:08:39.271921,0,1,0,0,1,0,0,2,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,7.858719804182859,2587.2,80.3
892a1008d83ffff,40.80413854869356,-73.93643094189662,PM,2026-06-29T17:08:39.271921,2,7,11,2,0,2,0,24,10.71,0.0,0.0,0.0,0.0,5613.0,181.06451612903223,13.48,71,3.09,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,8.642034495159276,5663.8,88.3
892a1008d87ffff,40.80155262266892,-73.93418981159861,PM,2026-06-29T17:08:39.271921,0,0,5,0,0,1,0,6,2.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128,5.61,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,7.6463844424811755,2092.1,78.2
892a1008d8bffff,40.80402471860452,-73.94071175708605,PM,2026-06-29T17:08:39.271921,0,1,2,1,0,0,0,4,1.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,356,15.68,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,7.920316542940375,2751.6,81.0
892a1008d8fffff,40.801438874806976,-73.93847038880152,PM,2026-06-29T17:08:39.271921,0,0,3,0,0,1,0,4,1.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159,6.98,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,7.6463844424811755,2092.1,78.2
892a1008d93ffff,40.80683827325242,-73.93439126364949,PM,2026-06-29T17:08:39.271921,0,0,0,0,0,1,0,1,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66,2.87,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,7.4266487364722185,1679.2,75.9
892a1008d97ffff,40.804252220352105,-73.93215012043909,PM,2026-06-29T17:08:39.271921,0,0,1,0,0,0,0,1,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,7.6463844424811755,2092.1,78.2
892a1008d9bffff,40.80672451936617,-73.93867232313262,PM,2026-06-29T17:08:39.271921,1,4,7,2,0,5,0,19,8.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67,2.92,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,7.943507472310244,2816.2,81.2
892a1008da3ffff,40.796267321184985,-73.93398840494557,PM,2026-06-29T17:08:39.271921,0,13,21,0,1,1,0,36,16.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,330,14.53,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,8.669620144184652,5822.3,88.6
892a1008dabffff,40.79615357934598,-73.93826849997674,PM,2026-06-29T17:08:39.271921,0,7,6,1,0,0,0,14,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,8.25600331880928,3849.7,84.4
892a1008dafffff,40.7935679517525,-73.936027646414,PM,2026-06-29T17:08:39.271921,0,3,2,0,0,0,0,5,2.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99,4.33,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,7.943507472310244,2816.2,81.2
892a1008db3ffff,40.79896674131461,-73.93194893220341,PM,2026-06-29T17:08:39.271921,0,1,2,0,0,1,0,4,1.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,7.920316542940375,2751.6,81.0
892a1008db7ffff,40.79638090465295,-73.92970830367572,PM,2026-06-29T17:08:39.271921,0,0,4,0,0,2,0,6,2.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,2.16,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,7.6463844424811755,2092.1,78.2
892a1008dbbffff,40.7988530756597,-73.93622927143312,PM,2026-06-29T17:08:39.271921,1,2,6,0,0,0,0,9,4.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,7.943507472310244,2816.2,81.2
892a1008dc3ffff,40.8064965362446,-73.9472344231698,PM,2026-06-29T17:08:39.271921,0,6,6,1,0,1,0,14,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,8.213488851391002,3689.4,84.0
892a1008dc7ffff,40.80391073008591,-73.94499256595968,PM,2026-06-29T17:08:39.271921,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113,4.95,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,7.4266487364722185,1679.2,75.9
892a1008dcbffff,40.80638230701124,-73.95151546362827,PM,2026-06-29T17:08:39.271921,0,8,4,0,1,2,0,15,6.7,57344.0,44094.0,101438.0,69.56,0.0,0.0,0.0,0,0.0,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,8.460687700415521,4724.3,86.5
892a1008dcfffff,40.80379658313877,-73.9492733684697,PM,2026-06-29T17:08:39.271921,0,9,6,0,1,0,0,16,7.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139,6.1,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,8.414142286060722,4509.4,86.0
892a1008dd3ffff,40.809196540060846,-73.94519524654464,PM,2026-06-29T17:08:39.271921,2,12,17,0,2,2,0,35,15.62,0.0,0.0,0.0,0.0,3757.0,125.23333333333332,9.0,403,17.76,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,8.659739712500976,5765.0,88.5
892a1008dd7ffff,40.8066106070299,-73.94295337632198,PM,2026-06-29T17:08:39.271921,0,5,13,2,0,1,0,21,9.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125,5.48,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,8.2553878077703,3847.3,84.4
892a1008ddbffff,40.80908238698872,-73.94947653137997,PM,2026-06-29T17:08:39.271921,0,6,21,1,2,0,0,30,13.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,417,18.37,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,8.65232751373768,5722.5,88.4
892a100a103ffff,40.87344860296511,-73.91762123660165,PM,2026-06-29T17:08:39.271921,0,1,0,0,0,0,0,1,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,0.88,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,7.700580836931417,2208.6,78.7
892a100a107ffff,40.870860037200536,-73.9153778648588,PM,2026-06-29T17:08:39.271921,1,3,7,0,0,0,0,11,4.91,0.0,0.0,0.0,0.0,444.0,15.310344827586206,1.01,52,2.25,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,7.943507472310244,2816.2,81.2
892a100a10bffff,40.87333548894646,-73.92190836169677,PM,2026-06-29T17:08:39.271921,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,7.4266487364722185,1679.2,75.9
892a100a10fffff,40.87074700558051,-73.91966475115501,PM,2026-06-29T17:08:39.271921,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,0.88,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,7.4266487364722185,1679.2,75.9
892a100a117ffff,40.87356155802794,-73.91333410543062,PM,2026-06-29T17:08:39.271921,1,0,0,0,0,0,0,1,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,0.75,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,7.4266487364722185,1679.2,75.9
892a100a123ffff,40.86557017216256,-73.9151782848187,PM,2026-06-29T17:08:39.271921,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,7.4266487364722185,1679.2,75.9
892a100a12bffff,40.86545714638318,-73.91946468751105,PM,2026-06-29T17:08:39.271921,1,2,0,0,0,0,0,3,1.34,0.0,0.0,0.0,0.0,1139.0,47.458333333333336,2.68,28,1.19,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,7.723771766301286,2260.5,79.0
892a100a12fffff,40.86286887873378,-73.9172215929129,PM,2026-06-29T17:08:39.271921,0,0,0,0,0,1,0,1,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,7.4266487364722185,1679.2,75.9
892a100a133ffff,40.86827151588664,-73.91313474469666,PM,2026-06-29T17:08:39.271921,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,7.4266487364722185,1679.2,75.9
892a100a13bffff,40.86815856664507,-73.91742139220749,PM,2026-06-29T17:08:39.271921,0,5,3,1,0,1,0,10,4.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,8.213488851391002,3689.4,84.0
892a100a143ffff,40.87581066130864,-73.92843958162587,PM,2026-06-29T17:08:39.271921,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,7.4266487364722185,1679.2,75.9
892a100a147ffff,40.87322221597293,-73.92619548066797,PM,2026-06-29T17:08:39.271921,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,7.4266487364722185,1679.2,75.9
892a100a14fffff,40.87310878404553,-73.9304825934673,PM,2026-06-29T17:08:39.271921,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,7.4266487364722185,1679.2,75.9
892a100a157ffff,40.87592401672048,-73.9241522238681,PM,2026-06-29T17:08:39.271921,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,7.4266487364722185,1679.2,75.9
892a100a163ffff,40.86793219141575,-73.92599466896426,PM,2026-06-29T17:08:39.271921,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0.93,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,7.4266487364722185,1679.2,75.9
892a100a167ffff,40.86534396170859,-73.92375108410893,PM,2026-06-29T17:08:39.271921,0,1,2,0,0,4,0,7,3.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,1.41,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,7.920316542940375,2751.6,81.0
892a100a16bffff,40.86781876542987,-73.93028129811428,PM,2026-06-29T17:08:39.271921,0,2,3,0,0,0,0,5,2.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96,4.2,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,7.943507472310244,2816.2,81.2
892a100a16fffff,40.86523061813975,-73.92803747456439,PM,2026-06-29T17:08:39.271921,1,14,8,1,0,0,0,24,10.71,0.0,0.0,0.0,0.0,1182.0,47.28,2.79,73,3.18,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,8.613079295280617,5502.2,88.0
892a100a173ffff,40.87063381502519,-73.92395163135316,PM,2026-06-29T17:08:39.271921,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,7.4266487364722185,1679.2,75.9
892a100a177ffff,40.868045458487785,-73.92170803364601,PM,2026-06-29T17:08:39.271921,1,5,8,0,1,1,0,16,7.14,0.0,0.0,0.0,0.0,1325.0,49.07407407407408,3.13,38,1.63,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,8.413526775021742,4506.6,86.0
892a100a17bffff,40.87052046553551,-73.92823850540523,PM,2026-06-29T17:08:39.271921,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,7.4266487364722185,1679.2,75.9
892a100a1abffff,40.87097290988434,-73.91109097251244,PM,2026-06-29T17:08:39.271921,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.22,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,7.4266487364722185,1679.2,75.9
892a100aa03ffff,40.83563082401261,-73.94620933516283,PM,2026-06-29T17:08:39.271921,0,5,1,0,0,0,0,6,2.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,1.02,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,8.213488851391002,3689.4,84.0
892a100aa07ffff,40.83304403400936,-73.9439661441233,PM,2026-06-29T17:08:39.271921,1,6,4,0,1,1,0,13,5.8,0.0,0.0,0.0,0.0,1844.0,76.83333333333333,4.38,120,5.26,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,8.371627818642445,4321.7,85.6
892a100aa0fffff,40.832929932681495,-73.94824960396497,PM,2026-06-29T17:08:39.271921,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56,2.43,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,7.4266487364722185,1679.2,75.9
892a100aa13ffff,40.8383317659165,-73.94416883474422,PM,2026-06-29T17:08:39.271921,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0.53,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,7.4266487364722185,1679.2,75.9
892a100aa17ffff,40.83574484906225,-73.9419256306854,PM,2026-06-29T17:08:39.271921,0,1,1,0,0,1,0,3,1.34,0.0,0.0,0.0,0.0,677.0,24.178571428571427,1.57,60,2.61,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,7.920316542940375,2751.6,81.0
892a100aa1bffff,40.83821765847589,-73.94845277751078,PM,2026-06-29T17:08:39.271921,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,7.4266487364722185,1679.2,75.9
892a100aa23ffff,40.827756650865005,-73.94376349920985,PM,2026-06-29T17:08:39.271921,0,4,1,0,0,0,0,5,2.23,1341.0,10733.0,12074.0,8.28,0.0,0.0,0.0,52,2.25,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,7.943507472310244,2816.2,81.2
892a100aa27ffff,40.825170076706165,-73.94152082367361,PM,2026-06-29T17:08:39.271921,0,0,6,0,0,0,0,6,2.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60,2.61,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,7.6463844424811755,2092.1,78.2
892a100aa2bffff,40.82764255564847,-73.94804647623538,PM,2026-06-29T17:08:39.271921,0,14,2,1,0,1,0,18,8.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119,5.21,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,8.25600331880928,3849.7,84.4
892a100aa2fffff,40.82505606383916,-73.94580356251505,PM,2026-06-29T17:08:39.271921,1,6,3,0,1,1,0,12,5.36,0.0,0.0,0.0,0.0,4050.0,130.6451612903226,9.71,59,2.56,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,8.371627818642445,4321.7,85.6
892a100aa33ffff,40.83045728848852,-73.9417232043568,PM,2026-06-29T17:08:39.271921,1,2,4,0,2,1,0,10,4.46,0.0,0.0,0.0,0.0,437.0,18.20833333333333,0.99,71,3.09,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,8.101646439561685,3298.9,82.8
892a100aa37ffff,40.82787058747249,-73.93948051582804,PM,2026-06-29T17:08:39.271921,0,1,0,0,0,0,0,1,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.13,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,7.700580836931417,2208.6,78.7
892a100aa3bffff,40.83034326953091,-73.94600642596188,PM,2026-06-29T17:08:39.271921,0,2,1,0,0,1,0,4,1.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65,2.83,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,7.943507472310244,2816.2,81.2
892a100aa67ffff,40.82752830182389,-73.95232944685671,PM,2026-06-29T17:08:39.271921,0,2,1,0,0,0,0,3,1.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54,2.34,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,7.943507472310244,2816.2,81.2
892a100aa6fffff,40.82741388939224,-73.956612411026,PM,2026-06-29T17:08:39.271921,0,1,0,0,0,0,0,1,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,7.700580836931417,2208.6,78.7
