h3_cell,poi_subway,poi_dining,poi_retail,poi_office,poi_tourism,poi_school,poi_nightlife,poi_total,poi_density_score
892a10728d7ffff,2,18,3,3,2,0,0,28,12.5
892a1072c03ffff,0,18,102,2,3,0,0,125,55.8
892a1072c07ffff,0,24,88,1,3,0,0,116,51.79
892a1072c0bffff,2,12,12,1,4,1,0,32,14.29
892a1072c0fffff,1,29,38,0,5,0,0,73,32.59
892a1072c13ffff,0,24,49,2,2,0,0,77,34.38
892a1072c17ffff,2,34,78,1,5,0,1,121,54.02
892a1072c1bffff,1,25,21,2,2,2,0,53,23.66
892a1072c23ffff,0,85,65,3,3,3,0,159,70.98
892a1072c27ffff,0,21,24,0,0,2,0,47,20.98
892a1072c2bffff,0,9,7,14,0,0,0,30,13.39
892a1072c2fffff,0,2,1,2,0,1,0,6,2.68
892a1072c33ffff,0,60,152,6,5,1,0,224,100.0
892a1072c37ffff,0,31,34,4,8,3,0,80,35.71
892a1072c3bffff,5,24,56,7,7,0,0,99,44.2
892a1072c47ffff,0,6,1,0,0,0,0,7,3.12
892a1072c53ffff,0,0,0,0,0,0,0,0,0.0
892a1072c57ffff,0,3,3,0,3,0,0,9,4.02
892a1072c63ffff,0,24,31,0,0,0,0,55,24.55
892a1072c67ffff,2,51,53,5,2,0,0,113,50.45
892a1072c6bffff,0,0,1,0,0,1,0,2,0.89
892a1072c6fffff,0,11,14,0,1,0,0,26,11.61
892a1072c73ffff,1,18,12,2,1,0,0,34,15.18
892a1072c77ffff,0,13,12,1,3,1,0,30,13.39
892a1072c7bffff,0,2,0,0,0,0,0,2,0.89
892a1072c83ffff,0,18,25,3,2,1,0,49,21.88
892a1072c87ffff,0,56,54,3,2,0,0,115,51.34
892a1072c8bffff,0,33,12,0,2,4,1,52,23.21
892a1072c8fffff,2,28,53,4,0,0,0,87,38.84
892a1072c93ffff,2,22,29,3,1,2,0,59,26.34
892a1072c97ffff,0,82,69,4,3,6,0,164,73.21
892a1072c9bffff,0,16,12,0,1,1,0,30,13.39
892a1072ca3ffff,0,27,48,1,2,1,1,80,35.71
892a1072ca7ffff,2,65,63,6,4,4,1,145,64.73
892a1072cabffff,1,69,87,2,3,0,1,163,72.77
892a1072cafffff,1,61,71,6,2,0,0,141,62.95
892a1072cb3ffff,1,42,23,0,2,0,0,68,30.36
892a1072cb7ffff,0,63,38,3,6,2,1,113,50.45
892a1072cbbffff,0,27,82,3,6,0,0,118,52.68
892a1072cc3ffff,0,54,24,0,0,0,0,78,34.82
892a1072cc7ffff,0,68,21,1,0,4,0,94,41.96
892a1072ccbffff,0,5,3,0,0,0,1,9,4.02
892a1072ccfffff,1,23,7,5,2,0,0,38,16.96
892a1072cd3ffff,1,51,28,0,3,3,2,88,39.29
892a1072cd7ffff,1,57,13,1,1,1,2,76,33.93
892a1072cdbffff,1,32,12,1,1,1,0,48,21.43
892a1072d4bffff,0,25,3,0,2,1,0,31,13.84
892a1072d53ffff,0,0,3,0,0,0,0,3,1.34
892a1072d5bffff,0,0,2,0,0,0,0,2,0.89
892a1072d8bffff,0,0,0,0,0,0,0,0,0.0
892a1072d9bffff,0,1,4,0,0,1,0,6,2.68
892a1072dc3ffff,1,17,19,2,0,0,0,39,17.41
892a1072dc7ffff,0,0,0,0,0,1,0,1,0.45
892a1072dcbffff,0,20,20,3,4,1,0,48,21.43
892a1072dcfffff,0,0,1,0,0,0,0,1,0.45
892a1072dd3ffff,0,12,8,1,0,0,0,21,9.38
892a1072dd7ffff,0,0,0,0,0,2,0,2,0.89
892a1072ddbffff,0,45,57,3,0,1,0,106,47.32
