h3_cell,period,tlc_yellow_trips,tlc_yellow_avg_fare,tlc_hvfhv_trips,tlc_hvfhv_avg_fare,tlc_trip_count,tlc_load_score,survey_date
892a100882bffff,AM,6.984100877192982,26.443930143411635,43.63179824561404,25.296831052824537,50.615899122807015,6.35,reference
892a100882bffff,EARLY,9.785745614035086,30.39166690934809,43.84276315789474,27.01804907241349,53.62850877192982,6.72,reference
892a100882bffff,EVE,37.10603070175439,22.077305442514582,120.96436403508773,25.58700244126279,158.0703947368421,19.82,reference
892a100882bffff,MD,19.32160087719298,27.084463483691167,67.3390350877193,27.235190076741283,86.66063596491227,10.86,reference
892a100882bffff,NIGHT,9.237609649122808,20.306401684981687,43.37006578947368,27.3513730745182,52.60767543859649,6.6,reference
892a100882bffff,PM,37.27456140350877,24.453602823246374,102.28793859649122,27.60017776594645,139.5625,17.5,reference
892a100882fffff,AM,24.09638157894737,21.08953528798647,75.90899122807016,28.103070669926165,100.00537280701754,12.54,reference
892a100882fffff,EARLY,44.31206140350877,24.513193151206345,112.70065789473684,30.09485968051864,157.0127192982456,19.69,reference
892a100882fffff,EVE,94.7077850877193,18.96090932819633,218.92576754385965,28.33973231005264,313.63355263157894,39.32,reference
892a100882fffff,MD,60.38651315789473,21.51033690400893,116.78815789473684,29.538661916705223,177.17467105263157,22.21,reference
892a100882fffff,NIGHT,41.79725877192982,18.83119723658077,96.83673245614035,30.06693897893645,138.63399122807016,17.38,reference
892a100882fffff,PM,89.75,20.663830547136826,167.9826754385965,30.086300579340943,257.7326754385965,32.31,reference
892a1008833ffff,AM,6.984100877192982,26.443930143411635,43.63179824561404,25.296831052824537,50.615899122807015,6.35,reference
892a1008833ffff,EARLY,9.785745614035086,30.39166690934809,43.84276315789474,27.01804907241349,53.62850877192982,6.72,reference
892a1008833ffff,EVE,37.10603070175439,22.077305442514582,120.96436403508773,25.58700244126279,158.0703947368421,19.82,reference
892a1008833ffff,MD,19.32160087719298,27.084463483691167,67.3390350877193,27.235190076741283,86.66063596491227,10.86,reference
892a1008833ffff,NIGHT,9.237609649122808,20.306401684981687,43.37006578947368,27.3513730745182,52.60767543859649,6.6,reference
892a1008833ffff,PM,37.27456140350877,24.453602823246374,102.28793859649122,27.60017776594645,139.5625,17.5,reference
892a1008837ffff,AM,6.984100877192982,26.443930143411635,43.63179824561404,25.296831052824537,50.615899122807015,6.35,reference
892a1008837ffff,EARLY,9.785745614035086,30.39166690934809,43.84276315789474,27.01804907241349,53.62850877192982,6.72,reference
892a1008837ffff,EVE,37.10603070175439,22.077305442514582,120.96436403508773,25.58700244126279,158.0703947368421,19.82,reference
892a1008837ffff,MD,19.32160087719298,27.084463483691167,67.3390350877193,27.235190076741283,86.66063596491227,10.86,reference
892a1008837ffff,NIGHT,9.237609649122808,20.306401684981687,43.37006578947368,27.3513730745182,52.60767543859649,6.6,reference
892a1008837ffff,PM,37.27456140350877,24.453602823246374,102.28793859649122,27.60017776594645,139.5625,17.5,reference
892a100883bffff,AM,6.984100877192982,26.443930143411635,43.63179824561404,25.296831052824537,50.615899122807015,6.35,reference
892a100883bffff,EARLY,9.785745614035086,30.39166690934809,43.84276315789474,27.01804907241349,53.62850877192982,6.72,reference
892a100883bffff,EVE,37.10603070175439,22.077305442514582,120.96436403508773,25.58700244126279,158.0703947368421,19.82,reference
892a100883bffff,MD,19.32160087719298,27.084463483691167,67.3390350877193,27.235190076741283,86.66063596491227,10.86,reference
892a100883bffff,NIGHT,9.237609649122808,20.306401684981687,43.37006578947368,27.3513730745182,52.60767543859649,6.6,reference
892a100883bffff,PM,37.27456140350877,24.453602823246374,102.28793859649122,27.60017776594645,139.5625,17.5,reference
892a1008867ffff,AM,0.1104166666666666,33.995849056603774,6.1125,20.764478527607363,6.222916666666666,0.78,reference
892a1008867ffff,EARLY,0.0541666666666666,43.408076923076926,4.2375,20.743908554572272,4.291666666666666,0.54,reference
892a1008867ffff,EVE,0.0604166666666666,25.95586206896552,10.885416666666666,16.266585645933016,10.945833333333333,1.37,reference
892a1008867ffff,MD,0.08125,35.27025641025641,7.491666666666666,19.30983314794216,7.572916666666666,0.95,reference
892a1008867ffff,NIGHT,0.0270833333333333,18.76615384615385,4.14375,15.292252388134742,4.170833333333333,0.52,reference
892a1008867ffff,PM,0.0833333333333333,30.1275,10.1125,17.833044911413268,10.195833333333336,1.28,reference
892a1008877ffff,AM,0.1104166666666666,33.995849056603774,6.1125,20.764478527607363,6.222916666666666,0.78,reference
892a1008877ffff,EARLY,0.0541666666666666,43.408076923076926,4.2375,20.743908554572272,4.291666666666666,0.54,reference
892a1008877ffff,EVE,0.0604166666666666,25.95586206896552,10.885416666666666,16.266585645933016,10.945833333333333,1.37,reference
892a1008877ffff,MD,0.08125,35.27025641025641,7.491666666666666,19.30983314794216,7.572916666666666,0.95,reference
892a1008877ffff,NIGHT,0.0270833333333333,18.76615384615385,4.14375,15.292252388134742,4.170833333333333,0.52,reference
892a1008877ffff,PM,0.0833333333333333,30.1275,10.1125,17.833044911413268,10.195833333333336,1.28,reference
892a1008883ffff,AM,15.277083333333334,17.364252011455065,48.77916666666667,32.85084436661826,64.05625,8.03,reference
892a1008883ffff,EARLY,16.5125,18.90538480948776,58.76875,35.74979191038321,75.28125,9.44,reference
892a1008883ffff,EVE,53.610416666666666,18.01202696926126,112.05208333333331,35.19938012457005,165.6625,20.77,reference
892a1008883ffff,MD,37.56666666666667,19.43883318544809,75.83125,38.10281875875711,113.39791666666667,14.22,reference
892a1008883ffff,NIGHT,21.73958333333333,20.743822712026837,51.86666666666667,41.22527554627249,73.60625,9.23,reference
892a1008883ffff,PM,48.1,19.143169178794174,86.95833333333333,39.96475443219933,135.05833333333334,16.93,reference
