h3_cell,period,citibike_trip_count,citibike_load_score,survey_date
892a100d54fffff,AM,2,0.04,reference
892a100d54fffff,EARLY,1,0.0,reference
892a100d54fffff,EVE,13,0.53,reference
892a100d54fffff,MD,7,0.27,reference
892a100d54fffff,NIGHT,2,0.04,reference
892a100d54fffff,PM,19,0.8,reference
892a100d557ffff,AM,36,1.55,reference
892a100d557ffff,EARLY,2,0.04,reference
892a100d557ffff,EVE,40,1.72,reference
892a100d557ffff,MD,70,3.05,reference
892a100d557ffff,NIGHT,3,0.09,reference
892a100d557ffff,PM,61,2.65,reference
892a100d55bffff,AM,85,3.71,reference
892a100d55bffff,EARLY,32,1.37,reference
892a100d55bffff,EVE,146,6.4,reference
892a100d55bffff,MD,118,5.17,reference
892a100d55bffff,NIGHT,30,1.28,reference
892a100d55bffff,PM,177,7.77,reference
892a100d567ffff,AM,4,0.13,reference
892a100d567ffff,EARLY,6,0.22,reference
892a100d567ffff,EVE,22,0.93,reference
892a100d567ffff,MD,11,0.44,reference
892a100d567ffff,NIGHT,2,0.04,reference
892a100d567ffff,PM,47,2.03,reference
892a100d56bffff,AM,8,0.31,reference
892a100d56bffff,EARLY,9,0.35,reference
892a100d56bffff,EVE,11,0.44,reference
892a100d56bffff,MD,13,0.53,reference
892a100d56bffff,NIGHT,3,0.09,reference
892a100d56bffff,PM,43,1.86,reference
892a100d56fffff,AM,9,0.35,reference
892a100d56fffff,EARLY,15,0.62,reference
892a100d56fffff,EVE,21,0.88,reference
892a100d56fffff,MD,16,0.66,reference
892a100d56fffff,NIGHT,13,0.53,reference
892a100d56fffff,PM,52,2.25,reference
892a100d573ffff,AM,1,0.0,reference
892a100d573ffff,EARLY,7,0.27,reference
892a100d573ffff,EVE,11,0.44,reference
892a100d573ffff,MD,8,0.31,reference
892a100d573ffff,NIGHT,3,0.09,reference
892a100d573ffff,PM,38,1.63,reference
892a100d577ffff,AM,13,0.53,reference
892a100d577ffff,EVE,7,0.27,reference
892a100d577ffff,MD,10,0.4,reference
892a100d577ffff,PM,21,0.88,reference
892a100d57bffff,AM,2,0.04,reference
892a100d57bffff,EARLY,7,0.27,reference
892a100d57bffff,EVE,10,0.4,reference
892a100d57bffff,MD,10,0.4,reference
892a100d57bffff,NIGHT,5,0.18,reference
892a100d57bffff,PM,52,2.25,reference
892a100d583ffff,AM,48,2.08,reference
892a100d583ffff,EARLY,28,1.19,reference
892a100d583ffff,EVE,34,1.46,reference
892a100d583ffff,MD,37,1.59,reference
892a100d583ffff,NIGHT,17,0.71,reference
892a100d583ffff,PM,80,3.49,reference
892a100d587ffff,AM,102,4.46,reference
892a100d587ffff,EARLY,41,1.77,reference
892a100d587ffff,EVE,86,3.75,reference
892a100d587ffff,MD,98,4.28,reference
892a100d587ffff,NIGHT,21,0.88,reference
892a100d587ffff,PM,121,5.3,reference
892a100d58fffff,AM,31,1.33,reference
892a100d58fffff,EARLY,9,0.35,reference
892a100d58fffff,EVE,22,0.93,reference
892a100d58fffff,MD,31,1.33,reference
892a100d58fffff,NIGHT,1,0.0,reference
892a100d58fffff,PM,41,1.77,reference
892a100d597ffff,AM,76,3.31,reference
892a100d597ffff,EARLY,10,0.4,reference
892a100d597ffff,EVE,39,1.68,reference
892a100d597ffff,MD,40,1.72,reference
892a100d597ffff,NIGHT,6,0.22,reference
892a100d597ffff,PM,64,2.78,reference
892a100d5a3ffff,AM,50,2.16,reference
892a100d5a3ffff,EARLY,10,0.4,reference
892a100d5a3ffff,EVE,93,4.06,reference
892a100d5a3ffff,MD,54,2.34,reference
892a100d5a3ffff,NIGHT,9,0.35,reference
892a100d5a3ffff,PM,95,4.15,reference
892a100d5abffff,AM,89,3.89,reference
892a100d5abffff,EARLY,22,0.93,reference
892a100d5abffff,EVE,70,3.05,reference
892a100d5abffff,MD,141,6.18,reference
892a100d5abffff,NIGHT,23,0.97,reference
892a100d5abffff,PM,153,6.71,reference
892a100d5afffff,AM,13,0.53,reference
892a100d5afffff,EARLY,9,0.35,reference
892a100d5afffff,EVE,23,0.97,reference
892a100d5afffff,MD,15,0.62,reference
892a100d5afffff,NIGHT,1,0.0,reference
892a100d5afffff,PM,23,0.97,reference
892a100d5b3ffff,AM,63,2.74,reference
892a100d5b3ffff,EARLY,32,1.37,reference
892a100d5b3ffff,EVE,52,2.25,reference
892a100d5b3ffff,MD,50,2.16,reference
892a100d5b3ffff,NIGHT,9,0.35,reference
892a100d5b3ffff,PM,83,3.62,reference
892a100d5bbffff,AM,60,2.61,reference
892a100d5bbffff,EARLY,35,1.5,reference
892a100d5bbffff,EVE,95,4.15,reference
892a100d5bbffff,MD,85,3.71,reference
892a100d5bbffff,NIGHT,24,1.02,reference
892a100d5bbffff,PM,149,6.54,reference
892a100d5c3ffff,AM,11,0.44,reference
892a100d5c3ffff,EARLY,8,0.31,reference
892a100d5c3ffff,EVE,84,3.67,reference
892a100d5c3ffff,MD,54,2.34,reference
892a100d5c3ffff,NIGHT,9,0.35,reference
892a100d5c3ffff,PM,94,4.11,reference
892a100d5cbffff,AM,50,2.16,reference
892a100d5cbffff,EARLY,23,0.97,reference
892a100d5cbffff,EVE,85,3.71,reference
892a100d5cbffff,MD,97,4.24,reference
892a100d5cbffff,NIGHT,29,1.24,reference
892a100d5cbffff,PM,84,3.67,reference
892a100d5d3ffff,AM,21,0.88,reference
892a100d5d3ffff,EARLY,5,0.18,reference
892a100d5d3ffff,EVE,26,1.1,reference
892a100d5d3ffff,MD,35,1.5,reference
892a100d5d3ffff,NIGHT,6,0.22,reference
892a100d5d3ffff,PM,65,2.83,reference
892a100d5d7ffff,AM,5,0.18,reference
892a100d5d7ffff,EARLY,9,0.35,reference
892a100d5d7ffff,EVE,33,1.41,reference
892a100d5d7ffff,MD,16,0.66,reference
892a100d5d7ffff,NIGHT,7,0.27,reference
892a100d5d7ffff,PM,35,1.5,reference
892a100d5dbffff,AM,68,2.96,reference
892a100d5dbffff,EARLY,25,1.06,reference
892a100d5dbffff,EVE,83,3.62,reference
892a100d5dbffff,MD,54,2.34,reference
892a100d5dbffff,NIGHT,14,0.57,reference
892a100d5dbffff,PM,72,3.14,reference
892a100d603ffff,AM,127,5.57,reference
892a100d603ffff,EARLY,29,1.24,reference
892a100d603ffff,EVE,133,5.83,reference
892a100d603ffff,MD,433,19.08,reference
892a100d603ffff,NIGHT,15,0.62,reference
892a100d603ffff,PM,785,34.63,reference
892a100d607ffff,AM,473,20.85,reference
892a100d607ffff,EARLY,122,5.34,reference
892a100d607ffff,EVE,517,22.79,reference
892a100d607ffff,MD,556,24.51,reference
892a100d607ffff,NIGHT,75,3.27,reference
892a100d607ffff,PM,1215,53.62,reference
892a100d60bffff,AM,157,6.89,reference
892a100d60bffff,EARLY,34,1.46,reference
892a100d60bffff,EVE,415,18.29,reference
892a100d60bffff,MD,469,20.67,reference
892a100d60bffff,NIGHT,26,1.1,reference
892a100d60bffff,PM,1128,49.78,reference
892a100d60fffff,AM,94,4.11,reference
892a100d60fffff,EARLY,54,2.34,reference
892a100d60fffff,EVE,344,15.15,reference
892a100d60fffff,MD,213,9.36,reference
892a100d60fffff,NIGHT,31,1.33,reference
892a100d60fffff,PM,669,29.51,reference
892a100d613ffff,AM,117,5.12,reference
892a100d613ffff,EARLY,38,1.63,reference
892a100d613ffff,EVE,244,10.73,reference
892a100d613ffff,MD,434,19.13,reference
892a100d613ffff,NIGHT,27,1.15,reference
892a100d613ffff,PM,829,36.57,reference
892a100d617ffff,AM,175,7.69,reference
892a100d617ffff,EARLY,59,2.56,reference
892a100d617ffff,EVE,224,9.85,reference
892a100d617ffff,MD,292,12.85,reference
892a100d617ffff,NIGHT,38,1.63,reference
892a100d617ffff,PM,527,23.23,reference
892a100d61bffff,AM,123,5.39,reference
892a100d61bffff,EARLY,29,1.24,reference
892a100d61bffff,EVE,241,10.6,reference
892a100d61bffff,MD,261,11.48,reference
892a100d61bffff,NIGHT,36,1.55,reference
892a100d61bffff,PM,478,21.07,reference
892a100d623ffff,AM,338,14.89,reference
892a100d623ffff,EARLY,77,3.36,reference
892a100d623ffff,EVE,422,18.6,reference
892a100d623ffff,MD,390,17.18,reference
892a100d623ffff,NIGHT,57,2.47,reference
892a100d623ffff,PM,598,26.37,reference
892a100d627ffff,AM,154,6.76,reference
892a100d627ffff,EARLY,16,0.66,reference
892a100d627ffff,EVE,138,6.05,reference
892a100d627ffff,MD,160,7.02,reference
892a100d627ffff,NIGHT,10,0.4,reference
892a100d627ffff,PM,215,9.45,reference
892a100d62bffff,AM,235,10.34,reference
892a100d62bffff,EARLY,54,2.34,reference
892a100d62bffff,EVE,243,10.69,reference
892a100d62bffff,MD,273,12.01,reference
892a100d62bffff,NIGHT,26,1.1,reference
892a100d62bffff,PM,585,25.8,reference
892a100d62fffff,AM,329,14.49,reference
892a100d62fffff,EARLY,96,4.2,reference
892a100d62fffff,EVE,297,13.07,reference
892a100d62fffff,MD,349,15.37,reference
892a100d62fffff,NIGHT,44,1.9,reference
892a100d62fffff,PM,438,19.3,reference
892a100d637ffff,AM,344,15.15,reference
892a100d637ffff,EARLY,157,6.89,reference
892a100d637ffff,EVE,518,22.84,reference
892a100d637ffff,MD,333,14.66,reference
892a100d637ffff,NIGHT,74,3.22,reference
892a100d637ffff,PM,559,24.65,reference
892a100d63bffff,AM,381,16.78,reference
892a100d63bffff,EARLY,132,5.79,reference
892a100d63bffff,EVE,497,21.91,reference
892a100d63bffff,MD,436,19.21,reference
892a100d63bffff,NIGHT,61,2.65,reference
892a100d63bffff,PM,1169,51.59,reference
892a100d643ffff,AM,489,21.55,reference
892a100d643ffff,EARLY,144,6.32,reference
892a100d643ffff,EVE,650,28.67,reference
892a100d643ffff,MD,570,25.13,reference
892a100d643ffff,NIGHT,111,4.86,reference
892a100d643ffff,PM,840,37.06,reference
892a100d647ffff,AM,285,12.54,reference
892a100d647ffff,EARLY,96,4.2,reference
892a100d647ffff,EVE,585,25.8,reference
892a100d647ffff,MD,506,22.31,reference
892a100d647ffff,NIGHT,91,3.98,reference
892a100d647ffff,PM,1215,53.62,reference
892a100d64bffff,AM,312,13.74,reference
892a100d64bffff,EARLY,151,6.63,reference
892a100d64bffff,EVE,490,21.6,reference
892a100d64bffff,MD,323,14.22,reference
892a100d64bffff,NIGHT,111,4.86,reference
892a100d64bffff,PM,521,22.97,reference
892a100d64fffff,AM,620,27.34,reference
892a100d64fffff,EARLY,238,10.47,reference
892a100d64fffff,EVE,947,41.78,reference
892a100d64fffff,MD,732,32.29,reference
892a100d64fffff,NIGHT,227,9.98,reference
892a100d64fffff,PM,1243,54.86,reference
892a100d653ffff,AM,804,35.47,reference
892a100d653ffff,EARLY,209,9.19,reference
892a100d653ffff,EVE,1038,45.8,reference
892a100d653ffff,MD,1131,49.91,reference
892a100d653ffff,NIGHT,181,7.95,reference
892a100d653ffff,PM,1740,76.81,reference
892a100d657ffff,AM,223,9.81,reference
892a100d657ffff,EARLY,53,2.3,reference
892a100d657ffff,EVE,453,19.96,reference
892a100d657ffff,MD,377,16.61,reference
892a100d657ffff,NIGHT,55,2.39,reference
892a100d657ffff,PM,804,35.47,reference
892a100d65bffff,AM,163,7.16,reference
892a100d65bffff,EARLY,132,5.79,reference
892a100d65bffff,EVE,473,20.85,reference
892a100d65bffff,MD,245,10.78,reference
892a100d65bffff,NIGHT,80,3.49,reference
892a100d65bffff,PM,385,16.96,reference
892a100d663ffff,AM,102,4.46,reference
892a100d663ffff,EARLY,28,1.19,reference
892a100d663ffff,EVE,454,20.01,reference
892a100d663ffff,MD,316,13.91,reference
892a100d663ffff,NIGHT,29,1.24,reference
892a100d663ffff,PM,833,36.75,reference
892a100d667ffff,AM,910,40.15,reference
892a100d667ffff,EARLY,201,8.83,reference
892a100d667ffff,EVE,817,36.04,reference
892a100d667ffff,MD,673,29.68,reference
892a100d667ffff,NIGHT,117,5.12,reference
892a100d667ffff,PM,1404,61.97,reference
892a100d66bffff,AM,456,20.1,reference
892a100d66bffff,EARLY,199,8.75,reference
892a100d66bffff,EVE,444,19.57,reference
892a100d66bffff,MD,462,20.36,reference
892a100d66bffff,NIGHT,98,4.28,reference
892a100d66bffff,PM,965,42.58,reference
892a100d66fffff,AM,107,4.68,reference
892a100d66fffff,EARLY,39,1.68,reference
892a100d66fffff,EVE,273,12.01,reference
892a100d66fffff,MD,341,15.02,reference
892a100d66fffff,NIGHT,19,0.8,reference
892a100d66fffff,PM,784,34.58,reference
892a100d673ffff,AM,156,6.85,reference
892a100d673ffff,EARLY,79,3.45,reference
892a100d673ffff,EVE,408,17.98,reference
892a100d673ffff,MD,316,13.91,reference
892a100d673ffff,NIGHT,32,1.37,reference
892a100d673ffff,PM,816,36.0,reference
892a100d677ffff,AM,120,5.26,reference
892a100d677ffff,EARLY,64,2.78,reference
892a100d677ffff,EVE,83,3.62,reference
892a100d677ffff,MD,191,8.39,reference
892a100d677ffff,NIGHT,7,0.27,reference
892a100d677ffff,PM,503,22.17,reference
892a100d67bffff,AM,95,4.15,reference
892a100d67bffff,EARLY,63,2.74,reference
892a100d67bffff,EVE,447,19.7,reference
892a100d67bffff,MD,397,17.49,reference
892a100d67bffff,NIGHT,61,2.65,reference
892a100d67bffff,PM,939,41.43,reference
892a100d687ffff,AM,269,11.84,reference
892a100d687ffff,EARLY,102,4.46,reference
892a100d687ffff,EVE,387,17.05,reference
892a100d687ffff,MD,346,15.24,reference
892a100d687ffff,NIGHT,57,2.47,reference
892a100d687ffff,PM,449,19.79,reference
892a100d68fffff,AM,160,7.02,reference
892a100d68fffff,EARLY,44,1.9,reference
892a100d68fffff,EVE,199,8.75,reference
892a100d68fffff,MD,216,9.5,reference
892a100d68fffff,NIGHT,32,1.37,reference
892a100d68fffff,PM,272,11.97,reference
892a100d693ffff,AM,66,2.87,reference
892a100d693ffff,EARLY,10,0.4,reference
892a100d693ffff,EVE,123,5.39,reference
892a100d693ffff,MD,125,5.48,reference
892a100d693ffff,NIGHT,26,1.1,reference
892a100d693ffff,PM,178,7.82,reference
892a100d697ffff,AM,142,6.23,reference
892a100d697ffff,EARLY,39,1.68,reference
892a100d697ffff,EVE,158,6.93,reference
892a100d697ffff,MD,165,7.24,reference
892a100d697ffff,NIGHT,30,1.28,reference
892a100d697ffff,PM,242,10.64,reference
892a100d69bffff,AM,198,8.7,reference
892a100d69bffff,EARLY,45,1.94,reference
892a100d69bffff,EVE,348,15.33,reference
892a100d69bffff,MD,365,16.08,reference
892a100d69bffff,NIGHT,37,1.59,reference
892a100d69bffff,PM,612,26.99,reference
892a100d6a3ffff,AM,240,10.56,reference
892a100d6a3ffff,EARLY,61,2.65,reference
892a100d6a3ffff,EVE,342,15.06,reference
892a100d6a3ffff,MD,283,12.46,reference
892a100d6a3ffff,NIGHT,51,2.21,reference
892a100d6a3ffff,PM,444,19.57,reference
892a100d6abffff,AM,417,18.37,reference
892a100d6abffff,EARLY,88,3.84,reference
892a100d6abffff,EVE,433,19.08,reference
892a100d6abffff,MD,407,17.93,reference
892a100d6abffff,NIGHT,84,3.67,reference
892a100d6abffff,PM,784,34.58,reference
892a100d6afffff,AM,176,7.73,reference
892a100d6afffff,EARLY,65,2.83,reference
892a100d6afffff,EVE,266,11.7,reference
892a100d6afffff,MD,202,8.88,reference
892a100d6afffff,NIGHT,32,1.37,reference
892a100d6afffff,PM,267,11.75,reference
892a100d6b3ffff,AM,329,14.49,reference
892a100d6b3ffff,EARLY,96,4.2,reference
892a100d6b3ffff,EVE,474,20.89,reference
892a100d6b3ffff,MD,375,16.52,reference
892a100d6b3ffff,NIGHT,69,3.0,reference
892a100d6b3ffff,PM,540,23.81,reference
892a100d6b7ffff,AM,115,5.04,reference
892a100d6b7ffff,EARLY,26,1.1,reference
892a100d6b7ffff,EVE,77,3.36,reference
892a100d6b7ffff,MD,62,2.69,reference
892a100d6b7ffff,NIGHT,30,1.28,reference
892a100d6b7ffff,PM,91,3.98,reference
892a100d6c7ffff,AM,217,9.54,reference
892a100d6c7ffff,EARLY,40,1.72,reference
892a100d6c7ffff,EVE,487,21.47,reference
892a100d6c7ffff,MD,854,37.68,reference
892a100d6c7ffff,NIGHT,59,2.56,reference
892a100d6c7ffff,PM,1300,57.38,reference
892a100d6cfffff,AM,482,21.25,reference
892a100d6cfffff,EARLY,104,4.55,reference
892a100d6cfffff,EVE,1046,46.16,reference
892a100d6cfffff,MD,1494,65.95,reference
892a100d6cfffff,NIGHT,105,4.59,reference
892a100d6cfffff,PM,2176,96.07,reference
892a100d803ffff,AM,88,3.84,reference
892a100d803ffff,EARLY,14,0.57,reference
892a100d803ffff,EVE,70,3.05,reference
892a100d803ffff,MD,65,2.83,reference
892a100d803ffff,NIGHT,15,0.62,reference
892a100d803ffff,PM,81,3.53,reference
892a100d80bffff,AM,47,2.03,reference
892a100d80bffff,EARLY,19,0.8,reference
892a100d80bffff,EVE,74,3.22,reference
892a100d80bffff,MD,59,2.56,reference
892a100d80bffff,NIGHT,12,0.49,reference
892a100d80bffff,PM,71,3.09,reference
892a100d80fffff,AM,117,5.12,reference
892a100d80fffff,EARLY,40,1.72,reference
892a100d80fffff,EVE,149,6.54,reference
892a100d80fffff,MD,117,5.12,reference
892a100d80fffff,NIGHT,35,1.5,reference
892a100d80fffff,PM,159,6.98,reference
892a100d813ffff,AM,100,4.37,reference
892a100d813ffff,EARLY,16,0.66,reference
892a100d813ffff,EVE,86,3.75,reference
892a100d813ffff,MD,94,4.11,reference
892a100d813ffff,NIGHT,21,0.88,reference
892a100d813ffff,PM,83,3.62,reference
892a100d817ffff,AM,62,2.69,reference
892a100d817ffff,EARLY,29,1.24,reference
892a100d817ffff,EVE,75,3.27,reference
892a100d817ffff,MD,76,3.31,reference
892a100d817ffff,NIGHT,12,0.49,reference
892a100d817ffff,PM,80,3.49,reference
892a100d81bffff,AM,100,4.37,reference
892a100d81bffff,EARLY,43,1.86,reference
892a100d81bffff,EVE,126,5.52,reference
892a100d81bffff,MD,81,3.53,reference
892a100d81bffff,NIGHT,22,0.93,reference
892a100d81bffff,PM,108,4.73,reference
892a100d823ffff,AM,41,1.77,reference
892a100d823ffff,EARLY,12,0.49,reference
892a100d823ffff,EVE,39,1.68,reference
892a100d823ffff,MD,46,1.99,reference
892a100d823ffff,NIGHT,17,0.71,reference
892a100d823ffff,PM,45,1.94,reference
892a100d833ffff,AM,140,6.14,reference
892a100d833ffff,EARLY,39,1.68,reference
892a100d833ffff,EVE,208,9.14,reference
892a100d833ffff,MD,170,7.46,reference
892a100d833ffff,NIGHT,68,2.96,reference
892a100d833ffff,PM,194,8.52,reference
892a100d837ffff,AM,16,0.66,reference
892a100d837ffff,EARLY,7,0.27,reference
892a100d837ffff,EVE,16,0.66,reference
892a100d837ffff,MD,19,0.8,reference
892a100d837ffff,NIGHT,4,0.13,reference
892a100d837ffff,PM,22,0.93,reference
892a100d843ffff,AM,41,1.77,reference
892a100d843ffff,EARLY,36,1.55,reference
892a100d843ffff,EVE,59,2.56,reference
892a100d843ffff,MD,75,3.27,reference
892a100d843ffff,NIGHT,23,0.97,reference
892a100d843ffff,PM,97,4.24,reference
892a100d847ffff,AM,141,6.18,reference
892a100d847ffff,EARLY,45,1.94,reference
892a100d847ffff,EVE,198,8.7,reference
892a100d847ffff,MD,162,7.11,reference
892a100d847ffff,NIGHT,57,2.47,reference
892a100d847ffff,PM,166,7.29,reference
892a100d84bffff,AM,326,14.36,reference
892a100d84bffff,EARLY,94,4.11,reference
892a100d84bffff,EVE,408,17.98,reference
892a100d84bffff,MD,481,21.2,reference
892a100d84bffff,NIGHT,100,4.37,reference
892a100d84bffff,PM,476,20.98,reference
892a100d853ffff,AM,79,3.45,reference
892a100d853ffff,EARLY,29,1.24,reference
892a100d853ffff,EVE,98,4.28,reference
892a100d853ffff,MD,87,3.8,reference
892a100d853ffff,NIGHT,8,0.31,reference
892a100d853ffff,PM,104,4.55,reference
892a100d857ffff,AM,100,4.37,reference
892a100d857ffff,EARLY,24,1.02,reference
892a100d857ffff,EVE,87,3.8,reference
892a100d857ffff,MD,99,4.33,reference
892a100d857ffff,NIGHT,20,0.84,reference
892a100d857ffff,PM,119,5.21,reference
892a100d85bffff,AM,22,0.93,reference
892a100d85bffff,EARLY,8,0.31,reference
892a100d85bffff,EVE,70,3.05,reference
892a100d85bffff,MD,85,3.71,reference
892a100d85bffff,NIGHT,6,0.22,reference
892a100d85bffff,PM,104,4.55,reference
892a100d863ffff,AM,64,2.78,reference
892a100d863ffff,EARLY,20,0.84,reference
892a100d863ffff,EVE,136,5.96,reference
892a100d863ffff,MD,111,4.86,reference
892a100d863ffff,NIGHT,33,1.41,reference
892a100d863ffff,PM,145,6.36,reference
892a100d867ffff,AM,110,4.81,reference
892a100d867ffff,EARLY,32,1.37,reference
892a100d867ffff,EVE,160,7.02,reference
892a100d867ffff,MD,218,9.58,reference
892a100d867ffff,NIGHT,42,1.81,reference
892a100d867ffff,PM,184,8.08,reference
892a100d86bffff,AM,77,3.36,reference
892a100d86bffff,EARLY,20,0.84,reference
892a100d86bffff,EVE,120,5.26,reference
892a100d86bffff,MD,116,5.08,reference
892a100d86bffff,NIGHT,25,1.06,reference
892a100d86bffff,PM,138,6.05,reference
892a100d877ffff,AM,115,5.04,reference
892a100d877ffff,EARLY,43,1.86,reference
892a100d877ffff,EVE,205,9.01,reference
892a100d877ffff,MD,207,9.1,reference
892a100d877ffff,NIGHT,41,1.77,reference
892a100d877ffff,PM,189,8.3,reference
892a100d87bffff,AM,79,3.45,reference
892a100d87bffff,EARLY,31,1.33,reference
892a100d87bffff,EVE,108,4.73,reference
892a100d87bffff,MD,105,4.59,reference
892a100d87bffff,NIGHT,25,1.06,reference
892a100d87bffff,PM,87,3.8,reference
892a100d883ffff,AM,73,3.18,reference
892a100d883ffff,EARLY,42,1.81,reference
892a100d883ffff,EVE,130,5.7,reference
892a100d883ffff,MD,111,4.86,reference
892a100d883ffff,NIGHT,27,1.15,reference
892a100d883ffff,PM,82,3.58,reference
892a100d88bffff,AM,31,1.33,reference
892a100d88bffff,EARLY,7,0.27,reference
892a100d88bffff,EVE,32,1.37,reference
892a100d88bffff,MD,33,1.41,reference
892a100d88bffff,NIGHT,6,0.22,reference
892a100d88bffff,PM,17,0.71,reference
892a100d88fffff,AM,56,2.43,reference
892a100d88fffff,EARLY,17,0.71,reference
892a100d88fffff,EVE,42,1.81,reference
892a100d88fffff,MD,46,1.99,reference
892a100d88fffff,NIGHT,7,0.27,reference
892a100d88fffff,PM,33,1.41,reference
892a100d893ffff,AM,117,5.12,reference
892a100d893ffff,EARLY,130,5.7,reference
892a100d893ffff,EVE,209,9.19,reference
892a100d893ffff,MD,199,8.75,reference
892a100d893ffff,NIGHT,61,2.65,reference
892a100d893ffff,PM,201,8.83,reference
892a100d897ffff,AM,25,1.06,reference
892a100d897ffff,EARLY,17,0.71,reference
892a100d897ffff,EVE,60,2.61,reference
892a100d897ffff,MD,82,3.58,reference
892a100d897ffff,NIGHT,18,0.75,reference
892a100d897ffff,PM,64,2.78,reference
892a100d89bffff,AM,56,2.43,reference
892a100d89bffff,EARLY,21,0.88,reference
892a100d89bffff,EVE,60,2.61,reference
892a100d89bffff,MD,62,2.69,reference
892a100d89bffff,NIGHT,22,0.93,reference
892a100d89bffff,PM,53,2.3,reference
892a100d8a3ffff,AM,48,2.08,reference
892a100d8a3ffff,EARLY,19,0.8,reference
892a100d8a3ffff,EVE,73,3.18,reference
892a100d8a3ffff,MD,53,2.3,reference
892a100d8a3ffff,NIGHT,25,1.06,reference
892a100d8a3ffff,PM,63,2.74,reference
892a100d8a7ffff,AM,42,1.81,reference
892a100d8a7ffff,EARLY,15,0.62,reference
892a100d8a7ffff,EVE,101,4.42,reference
892a100d8a7ffff,MD,84,3.67,reference
892a100d8a7ffff,NIGHT,21,0.88,reference
892a100d8a7ffff,PM,84,3.67,reference
892a100d8abffff,AM,42,1.81,reference
892a100d8abffff,EARLY,9,0.35,reference
892a100d8abffff,EVE,56,2.43,reference
892a100d8abffff,MD,63,2.74,reference
892a100d8abffff,NIGHT,10,0.4,reference
892a100d8abffff,PM,52,2.25,reference
892a100d8b3ffff,AM,48,2.08,reference
892a100d8b3ffff,EARLY,17,0.71,reference
892a100d8b3ffff,EVE,50,2.16,reference
892a100d8b3ffff,MD,57,2.47,reference
892a100d8b3ffff,NIGHT,12,0.49,reference
892a100d8b3ffff,PM,45,1.94,reference
892a100d8b7ffff,AM,46,1.99,reference
892a100d8b7ffff,EARLY,7,0.27,reference
892a100d8b7ffff,EVE,33,1.41,reference
892a100d8b7ffff,MD,38,1.63,reference
892a100d8b7ffff,NIGHT,4,0.13,reference
892a100d8b7ffff,PM,49,2.12,reference
892a100d8bbffff,AM,73,3.18,reference
892a100d8bbffff,EARLY,33,1.41,reference
892a100d8bbffff,EVE,84,3.67,reference
892a100d8bbffff,MD,96,4.2,reference
892a100d8bbffff,NIGHT,16,0.66,reference
892a100d8bbffff,PM,84,3.67,reference
892a100d8c3ffff,AM,51,2.21,reference
892a100d8c3ffff,EARLY,16,0.66,reference
892a100d8c3ffff,EVE,38,1.63,reference
892a100d8c3ffff,MD,44,1.9,reference
892a100d8c3ffff,NIGHT,12,0.49,reference
892a100d8c3ffff,PM,54,2.34,reference
892a100d8c7ffff,AM,56,2.43,reference
892a100d8c7ffff,EARLY,25,1.06,reference
892a100d8c7ffff,EVE,76,3.31,reference
892a100d8c7ffff,MD,40,1.72,reference
892a100d8c7ffff,NIGHT,13,0.53,reference
892a100d8c7ffff,PM,67,2.92,reference
892a100d8cbffff,AM,64,2.78,reference
892a100d8cbffff,EARLY,23,0.97,reference
892a100d8cbffff,EVE,79,3.45,reference
892a100d8cbffff,MD,75,3.27,reference
892a100d8cbffff,NIGHT,13,0.53,reference
892a100d8cbffff,PM,91,3.98,reference
892a100d8cfffff,AM,188,8.26,reference
892a100d8cfffff,EARLY,69,3.0,reference
892a100d8cfffff,EVE,218,9.58,reference
892a100d8cfffff,MD,145,6.36,reference
892a100d8cfffff,NIGHT,39,1.68,reference
892a100d8cfffff,PM,233,10.25,reference
892a100d8d3ffff,AM,58,2.52,reference
892a100d8d3ffff,EARLY,10,0.4,reference
892a100d8d3ffff,EVE,57,2.47,reference
892a100d8d3ffff,MD,86,3.75,reference
892a100d8d3ffff,NIGHT,11,0.44,reference
892a100d8d3ffff,PM,113,4.95,reference
892a100d8d7ffff,AM,80,3.49,reference
892a100d8d7ffff,EARLY,46,1.99,reference
892a100d8d7ffff,EVE,127,5.57,reference
892a100d8d7ffff,MD,138,6.05,reference
892a100d8d7ffff,NIGHT,21,0.88,reference
892a100d8d7ffff,PM,153,6.71,reference
892a100d9d3ffff,AM,25,1.06,reference
892a100d9d3ffff,EARLY,7,0.27,reference
892a100d9d3ffff,EVE,47,2.03,reference
892a100d9d3ffff,MD,49,2.12,reference
892a100d9d3ffff,NIGHT,11,0.44,reference
892a100d9d3ffff,PM,49,2.12,reference
892a100d9dbffff,AM,96,4.2,reference
892a100d9dbffff,EARLY,40,1.72,reference
892a100d9dbffff,EVE,215,9.45,reference
892a100d9dbffff,MD,199,8.75,reference
892a100d9dbffff,NIGHT,55,2.39,reference
892a100d9dbffff,PM,268,11.79,reference
892a100da03ffff,AM,173,7.6,reference
892a100da03ffff,EARLY,34,1.46,reference
892a100da03ffff,EVE,268,11.79,reference
892a100da03ffff,MD,270,11.88,reference
892a100da03ffff,NIGHT,56,2.43,reference
892a100da03ffff,PM,289,12.72,reference
892a100da07ffff,AM,103,4.51,reference
892a100da07ffff,EARLY,30,1.28,reference
892a100da07ffff,EVE,106,4.64,reference
892a100da07ffff,MD,106,4.64,reference
892a100da07ffff,NIGHT,19,0.8,reference
892a100da07ffff,PM,135,5.92,reference
