h3_cell,period,citibike_trip_count,citibike_load_score,survey_date
892a1008d47ffff,AM,136,5.96,reference
892a1008d47ffff,EARLY,58,2.52,reference
892a1008d47ffff,EVE,237,10.42,reference
892a1008d47ffff,MD,279,12.28,reference
892a1008d47ffff,NIGHT,47,2.03,reference
892a1008d47ffff,PM,350,15.42,reference
892a1008d53ffff,AM,147,6.45,reference
892a1008d53ffff,EARLY,42,1.81,reference
892a1008d53ffff,EVE,118,5.17,reference
892a1008d53ffff,MD,146,6.4,reference
892a1008d53ffff,NIGHT,21,0.88,reference
892a1008d53ffff,PM,198,8.7,reference
892a1008d57ffff,AM,82,3.58,reference
892a1008d57ffff,EARLY,34,1.46,reference
892a1008d57ffff,EVE,127,5.57,reference
892a1008d57ffff,MD,79,3.45,reference
892a1008d57ffff,NIGHT,34,1.46,reference
892a1008d57ffff,PM,119,5.21,reference
892a1008d5bffff,AM,115,5.04,reference
892a1008d5bffff,EARLY,44,1.9,reference
892a1008d5bffff,EVE,119,5.21,reference
892a1008d5bffff,MD,121,5.3,reference
892a1008d5bffff,NIGHT,19,0.8,reference
892a1008d5bffff,PM,213,9.36,reference
892a1008d63ffff,AM,130,5.7,reference
892a1008d63ffff,EARLY,15,0.62,reference
892a1008d63ffff,EVE,182,7.99,reference
892a1008d63ffff,MD,225,9.89,reference
892a1008d63ffff,NIGHT,24,1.02,reference
892a1008d63ffff,PM,422,18.6,reference
892a1008d67ffff,AM,99,4.33,reference
892a1008d67ffff,EARLY,36,1.55,reference
892a1008d67ffff,EVE,169,7.42,reference
892a1008d67ffff,MD,170,7.46,reference
892a1008d67ffff,NIGHT,20,0.84,reference
892a1008d67ffff,PM,312,13.74,reference
892a1008d77ffff,AM,98,4.28,reference
892a1008d77ffff,EARLY,22,0.93,reference
892a1008d77ffff,EVE,46,1.99,reference
892a1008d77ffff,MD,90,3.93,reference
892a1008d77ffff,NIGHT,7,0.27,reference
892a1008d77ffff,PM,129,5.65,reference
892a1008d83ffff,AM,38,1.63,reference
892a1008d83ffff,EARLY,22,0.93,reference
892a1008d83ffff,EVE,56,2.43,reference
892a1008d83ffff,MD,36,1.55,reference
892a1008d83ffff,NIGHT,8,0.31,reference
892a1008d83ffff,PM,71,3.09,reference
892a1008d87ffff,AM,105,4.59,reference
892a1008d87ffff,EARLY,41,1.77,reference
892a1008d87ffff,EVE,98,4.28,reference
892a1008d87ffff,MD,117,5.12,reference
892a1008d87ffff,NIGHT,26,1.1,reference
892a1008d87ffff,PM,128,5.61,reference
892a1008d8bffff,AM,270,11.88,reference
892a1008d8bffff,EARLY,62,2.69,reference
892a1008d8bffff,EVE,200,8.79,reference
892a1008d8bffff,MD,183,8.04,reference
892a1008d8bffff,NIGHT,23,0.97,reference
892a1008d8bffff,PM,356,15.68,reference
892a1008d8fffff,AM,92,4.02,reference
892a1008d8fffff,EARLY,54,2.34,reference
892a1008d8fffff,EVE,114,4.99,reference
892a1008d8fffff,MD,129,5.65,reference
892a1008d8fffff,NIGHT,26,1.1,reference
892a1008d8fffff,PM,159,6.98,reference
892a1008d93ffff,AM,55,2.39,reference
892a1008d93ffff,EARLY,44,1.9,reference
892a1008d93ffff,EVE,44,1.9,reference
892a1008d93ffff,MD,38,1.63,reference
892a1008d93ffff,NIGHT,10,0.4,reference
892a1008d93ffff,PM,66,2.87,reference
892a1008d9bffff,AM,54,2.34,reference
892a1008d9bffff,EARLY,7,0.27,reference
892a1008d9bffff,EVE,42,1.81,reference
892a1008d9bffff,MD,47,2.03,reference
892a1008d9bffff,NIGHT,5,0.18,reference
892a1008d9bffff,PM,67,2.92,reference
892a1008da3ffff,AM,164,7.2,reference
892a1008da3ffff,EARLY,60,2.61,reference
892a1008da3ffff,EVE,209,9.19,reference
892a1008da3ffff,MD,215,9.45,reference
892a1008da3ffff,NIGHT,43,1.86,reference
892a1008da3ffff,PM,330,14.53,reference
892a1008dafffff,AM,51,2.21,reference
892a1008dafffff,EARLY,14,0.57,reference
892a1008dafffff,EVE,64,2.78,reference
892a1008dafffff,MD,51,2.21,reference
892a1008dafffff,NIGHT,12,0.49,reference
892a1008dafffff,PM,99,4.33,reference
892a1008db7ffff,AM,34,1.46,reference
892a1008db7ffff,EARLY,5,0.18,reference
892a1008db7ffff,EVE,17,0.71,reference
892a1008db7ffff,MD,40,1.72,reference
892a1008db7ffff,NIGHT,2,0.04,reference
892a1008db7ffff,PM,50,2.16,reference
892a1008dc7ffff,AM,86,3.75,reference
892a1008dc7ffff,EARLY,21,0.88,reference
892a1008dc7ffff,EVE,88,3.84,reference
892a1008dc7ffff,MD,99,4.33,reference
892a1008dc7ffff,NIGHT,11,0.44,reference
892a1008dc7ffff,PM,113,4.95,reference
892a1008dcfffff,AM,52,2.25,reference
892a1008dcfffff,EARLY,29,1.24,reference
892a1008dcfffff,EVE,132,5.79,reference
892a1008dcfffff,MD,81,3.53,reference
892a1008dcfffff,NIGHT,28,1.19,reference
892a1008dcfffff,PM,139,6.1,reference
892a1008dd3ffff,AM,102,4.46,reference
892a1008dd3ffff,EARLY,46,1.99,reference
892a1008dd3ffff,EVE,303,13.34,reference
892a1008dd3ffff,MD,239,10.51,reference
892a1008dd3ffff,NIGHT,43,1.86,reference
892a1008dd3ffff,PM,403,17.76,reference
892a1008dd7ffff,AM,61,2.65,reference
892a1008dd7ffff,EARLY,35,1.5,reference
892a1008dd7ffff,EVE,95,4.15,reference
892a1008dd7ffff,MD,109,4.77,reference
892a1008dd7ffff,NIGHT,13,0.53,reference
892a1008dd7ffff,PM,125,5.48,reference
892a1008ddbffff,AM,176,7.73,reference
892a1008ddbffff,EARLY,55,2.39,reference
892a1008ddbffff,EVE,303,13.34,reference
892a1008ddbffff,MD,284,12.5,reference
892a1008ddbffff,NIGHT,47,2.03,reference
892a1008ddbffff,PM,417,18.37,reference
892a100a103ffff,AM,22,0.93,reference
892a100a103ffff,EVE,18,0.75,reference
892a100a103ffff,MD,16,0.66,reference
892a100a103ffff,NIGHT,2,0.04,reference
892a100a103ffff,PM,21,0.88,reference
892a100a107ffff,AM,24,1.02,reference
892a100a107ffff,EARLY,9,0.35,reference
892a100a107ffff,EVE,30,1.28,reference
892a100a107ffff,MD,35,1.5,reference
892a100a107ffff,NIGHT,12,0.49,reference
892a100a107ffff,PM,52,2.25,reference
892a100a10fffff,AM,17,0.71,reference
892a100a10fffff,EVE,11,0.44,reference
892a100a10fffff,MD,20,0.84,reference
892a100a10fffff,NIGHT,4,0.13,reference
892a100a10fffff,PM,21,0.88,reference
892a100a117ffff,AM,4,0.13,reference
892a100a117ffff,EARLY,5,0.18,reference
892a100a117ffff,EVE,9,0.35,reference
892a100a117ffff,MD,7,0.27,reference
892a100a117ffff,NIGHT,1,0.0,reference
892a100a117ffff,PM,18,0.75,reference
892a100a12bffff,AM,10,0.4,reference
892a100a12bffff,EARLY,12,0.49,reference
892a100a12bffff,EVE,26,1.1,reference
892a100a12bffff,MD,14,0.57,reference
892a100a12bffff,NIGHT,11,0.44,reference
892a100a12bffff,PM,28,1.19,reference
892a100a12fffff,EARLY,1,0.0,reference
892a100a12fffff,EVE,3,0.09,reference
892a100a12fffff,MD,1,0.0,reference
892a100a163ffff,AM,19,0.8,reference
892a100a163ffff,EARLY,2,0.04,reference
892a100a163ffff,EVE,9,0.35,reference
892a100a163ffff,MD,28,1.19,reference
892a100a163ffff,PM,22,0.93,reference
892a100a167ffff,AM,12,0.49,reference
892a100a167ffff,EARLY,5,0.18,reference
892a100a167ffff,EVE,13,0.53,reference
892a100a167ffff,MD,27,1.15,reference
892a100a167ffff,NIGHT,2,0.04,reference
892a100a167ffff,PM,33,1.41,reference
892a100a16bffff,AM,14,0.57,reference
892a100a16bffff,EARLY,2,0.04,reference
892a100a16bffff,EVE,42,1.81,reference
892a100a16bffff,MD,42,1.81,reference
892a100a16bffff,PM,96,4.2,reference
892a100a16fffff,AM,18,0.75,reference
892a100a16fffff,EARLY,16,0.66,reference
892a100a16fffff,EVE,52,2.25,reference
892a100a16fffff,MD,38,1.63,reference
892a100a16fffff,NIGHT,6,0.22,reference
892a100a16fffff,PM,73,3.18,reference
892a100a177ffff,AM,10,0.4,reference
892a100a177ffff,EARLY,22,0.93,reference
892a100a177ffff,EVE,33,1.41,reference
892a100a177ffff,MD,30,1.28,reference
892a100a177ffff,NIGHT,23,0.97,reference
892a100a177ffff,PM,38,1.63,reference
892a100a183ffff,AM,8,0.31,reference
892a100a183ffff,EARLY,5,0.18,reference
892a100a183ffff,EVE,16,0.66,reference
892a100a183ffff,MD,13,0.53,reference
892a100a183ffff,NIGHT,2,0.04,reference
892a100a183ffff,PM,27,1.15,reference
892a100a18fffff,AM,8,0.31,reference
892a100a18fffff,EARLY,7,0.27,reference
892a100a18fffff,EVE,21,0.88,reference
892a100a18fffff,MD,22,0.93,reference
892a100a18fffff,NIGHT,16,0.66,reference
892a100a18fffff,PM,35,1.5,reference
892a100a193ffff,AM,2,0.04,reference
892a100a193ffff,EVE,1,0.0,reference
892a100a193ffff,MD,4,0.13,reference
892a100a193ffff,PM,8,0.31,reference
892a100a1abffff,EARLY,1,0.0,reference
892a100a1abffff,EVE,5,0.18,reference
892a100a1abffff,MD,1,0.0,reference
892a100a1abffff,NIGHT,1,0.0,reference
892a100a1abffff,PM,6,0.22,reference
892a100a803ffff,AM,54,2.34,reference
892a100a803ffff,EARLY,33,1.41,reference
892a100a803ffff,EVE,95,4.15,reference
892a100a803ffff,MD,34,1.46,reference
892a100a803ffff,NIGHT,19,0.8,reference
892a100a803ffff,PM,98,4.28,reference
892a100a80fffff,AM,20,0.84,reference
892a100a80fffff,EARLY,20,0.84,reference
892a100a80fffff,EVE,48,2.08,reference
892a100a80fffff,MD,56,2.43,reference
892a100a80fffff,NIGHT,21,0.88,reference
892a100a80fffff,PM,71,3.09,reference
892a100a813ffff,AM,27,1.15,reference
892a100a813ffff,EARLY,14,0.57,reference
892a100a813ffff,EVE,38,1.63,reference
892a100a813ffff,MD,41,1.77,reference
892a100a813ffff,NIGHT,10,0.4,reference
892a100a813ffff,PM,64,2.78,reference
892a100a817ffff,AM,22,0.93,reference
892a100a817ffff,EARLY,10,0.4,reference
892a100a817ffff,EVE,23,0.97,reference
892a100a817ffff,MD,20,0.84,reference
892a100a817ffff,NIGHT,20,0.84,reference
892a100a817ffff,PM,37,1.59,reference
892a100a81bffff,AM,42,1.81,reference
892a100a81bffff,EARLY,18,0.75,reference
892a100a81bffff,EVE,81,3.53,reference
892a100a81bffff,MD,50,2.16,reference
892a100a81bffff,NIGHT,21,0.88,reference
892a100a81bffff,PM,139,6.1,reference
892a100a823ffff,AM,15,0.62,reference
892a100a823ffff,EARLY,9,0.35,reference
892a100a823ffff,EVE,12,0.49,reference
892a100a823ffff,MD,19,0.8,reference
892a100a823ffff,NIGHT,3,0.09,reference
892a100a823ffff,PM,32,1.37,reference
892a100a82bffff,AM,42,1.81,reference
892a100a82bffff,EARLY,17,0.71,reference
892a100a82bffff,EVE,41,1.77,reference
892a100a82bffff,MD,45,1.94,reference
892a100a82bffff,NIGHT,20,0.84,reference
892a100a82bffff,PM,55,2.39,reference
892a100a82fffff,AM,32,1.37,reference
892a100a82fffff,EARLY,21,0.88,reference
892a100a82fffff,EVE,57,2.47,reference
892a100a82fffff,MD,54,2.34,reference
892a100a82fffff,NIGHT,13,0.53,reference
892a100a82fffff,PM,90,3.93,reference
892a100a833ffff,AM,29,1.24,reference
892a100a833ffff,EARLY,14,0.57,reference
892a100a833ffff,EVE,25,1.06,reference
892a100a833ffff,MD,22,0.93,reference
892a100a833ffff,NIGHT,12,0.49,reference
892a100a833ffff,PM,52,2.25,reference
892a100a837ffff,AM,4,0.13,reference
892a100a837ffff,EARLY,3,0.09,reference
892a100a837ffff,EVE,19,0.8,reference
892a100a837ffff,MD,8,0.31,reference
892a100a837ffff,NIGHT,1,0.0,reference
892a100a837ffff,PM,34,1.46,reference
892a100a83bffff,AM,44,1.9,reference
892a100a83bffff,EARLY,13,0.53,reference
892a100a83bffff,EVE,41,1.77,reference
892a100a83bffff,MD,40,1.72,reference
892a100a83bffff,NIGHT,19,0.8,reference
892a100a83bffff,PM,80,3.49,reference
892a100a843ffff,AM,24,1.02,reference
892a100a843ffff,EARLY,6,0.22,reference
892a100a843ffff,EVE,27,1.15,reference
892a100a843ffff,MD,16,0.66,reference
892a100a843ffff,NIGHT,2,0.04,reference
892a100a843ffff,PM,25,1.06,reference
892a100a847ffff,AM,17,0.71,reference
892a100a847ffff,EARLY,12,0.49,reference
892a100a847ffff,EVE,31,1.33,reference
892a100a847ffff,MD,26,1.1,reference
892a100a847ffff,NIGHT,2,0.04,reference
892a100a847ffff,PM,29,1.24,reference
892a100a853ffff,AM,34,1.46,reference
892a100a853ffff,EARLY,22,0.93,reference
892a100a853ffff,EVE,28,1.19,reference
892a100a853ffff,MD,22,0.93,reference
892a100a853ffff,NIGHT,11,0.44,reference
892a100a853ffff,PM,32,1.37,reference
892a100a857ffff,AM,61,2.65,reference
892a100a857ffff,EARLY,12,0.49,reference
892a100a857ffff,EVE,24,1.02,reference
892a100a857ffff,MD,25,1.06,reference
892a100a857ffff,NIGHT,2,0.04,reference
892a100a857ffff,PM,37,1.59,reference
892a100a863ffff,AM,19,0.8,reference
892a100a863ffff,EARLY,5,0.18,reference
892a100a863ffff,EVE,49,2.12,reference
892a100a863ffff,MD,26,1.1,reference
892a100a863ffff,NIGHT,25,1.06,reference
892a100a863ffff,PM,83,3.62,reference
892a100a867ffff,AM,65,2.83,reference
892a100a867ffff,EARLY,52,2.25,reference
892a100a867ffff,EVE,93,4.06,reference
892a100a867ffff,MD,80,3.49,reference
892a100a867ffff,NIGHT,45,1.94,reference
892a100a867ffff,PM,150,6.58,reference
892a100a86bffff,AM,15,0.62,reference
892a100a86bffff,EARLY,10,0.4,reference
892a100a86bffff,EVE,8,0.31,reference
892a100a86bffff,MD,15,0.62,reference
892a100a86bffff,NIGHT,6,0.22,reference
892a100a86bffff,PM,30,1.28,reference
892a100a86fffff,AM,35,1.5,reference
892a100a86fffff,EARLY,29,1.24,reference
892a100a86fffff,EVE,172,7.55,reference
892a100a86fffff,MD,80,3.49,reference
892a100a86fffff,NIGHT,51,2.21,reference
892a100a86fffff,PM,174,7.64,reference
892a100a873ffff,AM,27,1.15,reference
892a100a873ffff,EARLY,22,0.93,reference
892a100a873ffff,EVE,63,2.74,reference
892a100a873ffff,MD,42,1.81,reference
892a100a873ffff,NIGHT,14,0.57,reference
892a100a873ffff,PM,84,3.67,reference
892a100a877ffff,AM,20,0.84,reference
892a100a877ffff,EARLY,10,0.4,reference
892a100a877ffff,EVE,44,1.9,reference
892a100a877ffff,MD,30,1.28,reference
892a100a877ffff,NIGHT,16,0.66,reference
892a100a877ffff,PM,59,2.56,reference
892a100a87bffff,AM,31,1.33,reference
892a100a87bffff,EARLY,14,0.57,reference
892a100a87bffff,EVE,52,2.25,reference
892a100a87bffff,MD,48,2.08,reference
892a100a87bffff,NIGHT,9,0.35,reference
892a100a87bffff,PM,75,3.27,reference
892a100a883ffff,AM,2,0.04,reference
892a100a883ffff,EARLY,9,0.35,reference
892a100a883ffff,EVE,11,0.44,reference
892a100a883ffff,MD,11,0.44,reference
892a100a883ffff,NIGHT,2,0.04,reference
892a100a883ffff,PM,14,0.57,reference
892a100a88bffff,AM,23,0.97,reference
892a100a88bffff,EARLY,13,0.53,reference
892a100a88bffff,EVE,31,1.33,reference
892a100a88bffff,MD,50,2.16,reference
892a100a88bffff,NIGHT,13,0.53,reference
892a100a88bffff,PM,45,1.94,reference
892a100a88fffff,AM,5,0.18,reference
892a100a88fffff,EARLY,3,0.09,reference
892a100a88fffff,EVE,2,0.04,reference
892a100a88fffff,MD,8,0.31,reference
892a100a88fffff,NIGHT,2,0.04,reference
892a100a88fffff,PM,18,0.75,reference
892a100a89bffff,AM,4,0.13,reference
892a100a89bffff,EARLY,7,0.27,reference
892a100a89bffff,EVE,16,0.66,reference
892a100a89bffff,MD,9,0.35,reference
892a100a89bffff,NIGHT,6,0.22,reference
892a100a89bffff,PM,27,1.15,reference
892a100a8abffff,AM,5,0.18,reference
892a100a8abffff,EARLY,5,0.18,reference
892a100a8abffff,EVE,13,0.53,reference
892a100a8abffff,MD,9,0.35,reference
892a100a8abffff,NIGHT,4,0.13,reference
892a100a8abffff,PM,22,0.93,reference
892a100a8afffff,AM,29,1.24,reference
892a100a8afffff,EARLY,11,0.44,reference
892a100a8afffff,EVE,25,1.06,reference
892a100a8afffff,MD,16,0.66,reference
892a100a8afffff,NIGHT,10,0.4,reference
892a100a8afffff,PM,26,1.1,reference
892a100a8bbffff,AM,28,1.19,reference
892a100a8bbffff,EARLY,20,0.84,reference
892a100a8bbffff,EVE,75,3.27,reference
892a100a8bbffff,MD,46,1.99,reference
892a100a8bbffff,NIGHT,23,0.97,reference
892a100a8bbffff,PM,91,3.98,reference
892a100a8c3ffff,AM,11,0.44,reference
892a100a8c3ffff,EARLY,5,0.18,reference
892a100a8c3ffff,EVE,22,0.93,reference
892a100a8c3ffff,MD,11,0.44,reference
892a100a8c3ffff,NIGHT,9,0.35,reference
892a100a8c3ffff,PM,33,1.41,reference
892a100a8c7ffff,AM,14,0.57,reference
892a100a8c7ffff,EARLY,9,0.35,reference
892a100a8c7ffff,EVE,32,1.37,reference
892a100a8c7ffff,MD,14,0.57,reference
892a100a8c7ffff,NIGHT,8,0.31,reference
892a100a8c7ffff,PM,51,2.21,reference
892a100a8cbffff,AM,14,0.57,reference
892a100a8cbffff,EARLY,10,0.4,reference
892a100a8cbffff,EVE,30,1.28,reference
892a100a8cbffff,MD,25,1.06,reference
892a100a8cbffff,NIGHT,4,0.13,reference
892a100a8cbffff,PM,39,1.68,reference
892a100a8cfffff,AM,4,0.13,reference
892a100a8cfffff,EARLY,4,0.13,reference
892a100a8cfffff,EVE,16,0.66,reference
892a100a8cfffff,MD,11,0.44,reference
892a100a8cfffff,NIGHT,2,0.04,reference
892a100a8cfffff,PM,23,0.97,reference
892a100a8d3ffff,AM,10,0.4,reference
892a100a8d3ffff,EARLY,4,0.13,reference
892a100a8d3ffff,EVE,21,0.88,reference
892a100a8d3ffff,MD,13,0.53,reference
892a100a8d3ffff,NIGHT,11,0.44,reference
892a100a8d3ffff,PM,21,0.88,reference
892a100a8d7ffff,AM,2,0.04,reference
892a100a8d7ffff,EARLY,1,0.0,reference
892a100a8d7ffff,EVE,8,0.31,reference
892a100a8d7ffff,MD,14,0.57,reference
892a100a8d7ffff,NIGHT,3,0.09,reference
892a100a8d7ffff,PM,21,0.88,reference
892a100a8dbffff,AM,37,1.59,reference
892a100a8dbffff,EARLY,9,0.35,reference
892a100a8dbffff,EVE,40,1.72,reference
892a100a8dbffff,MD,27,1.15,reference
892a100a8dbffff,NIGHT,10,0.4,reference
892a100a8dbffff,PM,56,2.43,reference
892a100a943ffff,AM,21,0.88,reference
892a100a943ffff,EARLY,19,0.8,reference
892a100a943ffff,EVE,54,2.34,reference
892a100a943ffff,MD,40,1.72,reference
892a100a943ffff,NIGHT,4,0.13,reference
892a100a943ffff,PM,71,3.09,reference
892a100a94bffff,AM,41,1.77,reference
892a100a94bffff,EARLY,9,0.35,reference
892a100a94bffff,EVE,51,2.21,reference
892a100a94bffff,MD,31,1.33,reference
892a100a94bffff,NIGHT,10,0.4,reference
892a100a94bffff,PM,84,3.67,reference
892a100a94fffff,AM,13,0.53,reference
892a100a94fffff,EARLY,18,0.75,reference
892a100a94fffff,EVE,57,2.47,reference
892a100a94fffff,MD,35,1.5,reference
892a100a94fffff,NIGHT,5,0.18,reference
892a100a94fffff,PM,53,2.3,reference
892a100a953ffff,AM,46,1.99,reference
892a100a953ffff,EARLY,20,0.84,reference
892a100a953ffff,EVE,93,4.06,reference
892a100a953ffff,MD,63,2.74,reference
892a100a953ffff,NIGHT,28,1.19,reference
892a100a953ffff,PM,99,4.33,reference
892a100a957ffff,AM,29,1.24,reference
892a100a957ffff,EARLY,16,0.66,reference
892a100a957ffff,EVE,37,1.59,reference
892a100a957ffff,MD,33,1.41,reference
892a100a957ffff,NIGHT,11,0.44,reference
892a100a957ffff,PM,81,3.53,reference
892a100a95bffff,AM,6,0.22,reference
892a100a95bffff,EARLY,7,0.27,reference
892a100a95bffff,EVE,22,0.93,reference
892a100a95bffff,MD,14,0.57,reference
892a100a95bffff,NIGHT,8,0.31,reference
892a100a95bffff,PM,32,1.37,reference
892a100a963ffff,AM,11,0.44,reference
892a100a963ffff,EARLY,9,0.35,reference
892a100a963ffff,EVE,18,0.75,reference
892a100a963ffff,MD,25,1.06,reference
892a100a963ffff,NIGHT,4,0.13,reference
892a100a963ffff,PM,36,1.55,reference
892a100a967ffff,AM,9,0.35,reference
892a100a967ffff,EARLY,4,0.13,reference
892a100a967ffff,EVE,14,0.57,reference
892a100a967ffff,MD,18,0.75,reference
892a100a967ffff,NIGHT,3,0.09,reference
892a100a967ffff,PM,41,1.77,reference
892a100a96fffff,AM,9,0.35,reference
892a100a96fffff,EARLY,6,0.22,reference
892a100a96fffff,EVE,19,0.8,reference
892a100a96fffff,MD,24,1.02,reference
892a100a96fffff,NIGHT,5,0.18,reference
892a100a96fffff,PM,37,1.59,reference
892a100a973ffff,AM,27,1.15,reference
892a100a973ffff,EARLY,14,0.57,reference
892a100a973ffff,EVE,27,1.15,reference
892a100a973ffff,MD,38,1.63,reference
892a100a973ffff,NIGHT,12,0.49,reference
892a100a973ffff,PM,51,2.21,reference
892a100a97bffff,AM,23,0.97,reference
892a100a97bffff,EARLY,2,0.04,reference
892a100a97bffff,EVE,28,1.19,reference
892a100a97bffff,MD,41,1.77,reference
892a100a97bffff,NIGHT,5,0.18,reference
892a100a97bffff,PM,68,2.96,reference
892a100a9cbffff,AM,26,1.1,reference
892a100a9cbffff,EARLY,3,0.09,reference
892a100a9cbffff,EVE,13,0.53,reference
892a100a9cbffff,MD,18,0.75,reference
892a100a9cbffff,NIGHT,1,0.0,reference
892a100a9cbffff,PM,27,1.15,reference
892a100aa03ffff,AM,20,0.84,reference
892a100aa03ffff,EARLY,1,0.0,reference
892a100aa03ffff,EVE,15,0.62,reference
892a100aa03ffff,MD,17,0.71,reference
892a100aa03ffff,NIGHT,1,0.0,reference
892a100aa03ffff,PM,24,1.02,reference
892a100aa07ffff,AM,72,3.14,reference
892a100aa07ffff,EARLY,34,1.46,reference
892a100aa07ffff,EVE,94,4.11,reference
892a100aa07ffff,MD,99,4.33,reference
892a100aa07ffff,NIGHT,20,0.84,reference
892a100aa07ffff,PM,120,5.26,reference
892a100aa0fffff,AM,26,1.1,reference
892a100aa0fffff,EARLY,5,0.18,reference
892a100aa0fffff,EVE,31,1.33,reference
892a100aa0fffff,MD,26,1.1,reference
892a100aa0fffff,PM,56,2.43,reference
892a100aa13ffff,AM,6,0.22,reference
892a100aa13ffff,EARLY,3,0.09,reference
892a100aa13ffff,EVE,8,0.31,reference
892a100aa13ffff,MD,6,0.22,reference
892a100aa13ffff,NIGHT,1,0.0,reference
892a100aa13ffff,PM,13,0.53,reference
892a100aa17ffff,AM,20,0.84,reference
892a100aa17ffff,EARLY,10,0.4,reference
892a100aa17ffff,EVE,39,1.68,reference
892a100aa17ffff,MD,29,1.24,reference
892a100aa17ffff,NIGHT,9,0.35,reference
892a100aa17ffff,PM,60,2.61,reference
892a100aa23ffff,AM,44,1.9,reference
892a100aa23ffff,EARLY,28,1.19,reference
892a100aa23ffff,EVE,55,2.39,reference
892a100aa23ffff,MD,54,2.34,reference
892a100aa23ffff,NIGHT,13,0.53,reference
892a100aa23ffff,PM,52,2.25,reference
892a100aa27ffff,AM,21,0.88,reference
892a100aa27ffff,EARLY,11,0.44,reference
892a100aa27ffff,EVE,32,1.37,reference
892a100aa27ffff,MD,20,0.84,reference
892a100aa27ffff,NIGHT,7,0.27,reference
892a100aa27ffff,PM,60,2.61,reference
892a100aa2bffff,AM,63,2.74,reference
892a100aa2bffff,EARLY,33,1.41,reference
892a100aa2bffff,EVE,97,4.24,reference
892a100aa2bffff,MD,74,3.22,reference
892a100aa2bffff,NIGHT,29,1.24,reference
892a100aa2bffff,PM,119,5.21,reference
892a100aa2fffff,AM,29,1.24,reference
892a100aa2fffff,EARLY,8,0.31,reference
892a100aa2fffff,EVE,53,2.3,reference
892a100aa2fffff,MD,56,2.43,reference
892a100aa2fffff,NIGHT,7,0.27,reference
892a100aa2fffff,PM,59,2.56,reference
892a100aa33ffff,AM,43,1.86,reference
892a100aa33ffff,EARLY,22,0.93,reference
892a100aa33ffff,EVE,50,2.16,reference
892a100aa33ffff,MD,33,1.41,reference
892a100aa33ffff,NIGHT,17,0.71,reference
892a100aa33ffff,PM,71,3.09,reference
